TRNS,CHECK,06/12/2019,1011,Parkland Health and Hospital System,87.1400,170187,N,5201 Harry Hines Boulevard,,"Dallas, TX 75235-0000"
TRNS,CHECK,06/12/2019,1011,Dr. Michelle Gardner,34.2400,170185,N,1542 W. Maple Ave,,"Adrian, MI 49221-____"
TRNS,CHECK,06/12/2019,1011,"Henry Ford Hospital, Radiology IMC",100.0000,170183,N,Henry Ford Health System,2799 West Grand Blvd.,"Detroit, MI 48202-____"
TRNS,CHECK,06/12/2019,1011,Social Security Administration,106.0000,170182,N,611 East Genesee Avenue,,"Saginaw, MI 48607"
TRNS,CHECK,06/12/2019,1011,Jason M. Cochran,15.0000,170181,N,Michigan Orthopedic Center,"2815 S. Pennsylvania Ave., Suite 204","Lansing, MI 48910"
TRNS,CHECK,06/12/2019,1011,STAR Physical Therapy,58.5000,170179,N,PO Box 681478,,"Franklin, TN 37068"
TRNS,CHECK,06/12/2019,1011,St. Joseph Mercy Hospital,25.0000,170230,N,P.O. Box 995,,"Ann Arbor, MI 48106-____"
TRNS,CHECK,06/12/2019,1011,Foot Locker,6.0000,170228,N,112 W. 34th,,"New York, NY 10120"
TRNS,CHECK,06/12/2019,1011,Henry Ford Health System,15.0000,170180,N,Dept. Radiology,2799 West Grand Blvd.,"Detroit, MI 48202"
TRNS,CHECK,06/12/2019,1011,"University Hospitals of Cleveland, Billing Customer Service Center",28.0700,170218,N,20800 Harvard Road,,"Highland Hills, OH 44122"
TRNS,CHECK,06/12/2019,1011,"LogistiCare Solutions, LLC",50.0900,170178,N,c/o Legal Dept. 6th Floor,1275 Peachtree St. NE,"Atlanta, GA 30309"
TRNS,CHECK,06/12/2019,1011,Social Security Administration,69.0000,170176,N,10201 West Seven Mile,,"Detroit, MI 48221-____"
TRNS,CHECK,06/12/2019,1011,University of Michigan,25.0000,170222,N,700 KMS Place,3621 South State Street,"Ann Arbor, MI 48108-1652"
TRNS,CHECK,06/12/2019,1011,Top Rehab Services,60.4700,170175,N,15001 Michigan Ave.,Suite 200,"Dearborn, MI 48126"
TRNS,CHECK,06/12/2019,1011,University of Chicago Medicine,28.4400,170225,N,5841 South Maryland Avenue,MC 0978,"Chicago, IL 60637-____"
TRNS,CHECK,06/12/2019,1011,UW Hospital and Clinics,32.6800,170174,N,7974 UW Health Court,Attn: Deposits (mail code 1020),"Middleton, WI 53562"
TRNS,CHECK,06/12/2019,1011,"Family Practice Center, P.C.",50.5400,170173,N,Attn: Medical Records Dept.,"3040 North Susquehanna Trail, PO Box 129","Shamokin Dam, PA 17876"
TRNS,CHECK,06/12/2019,1011,"Spectrum Health Systems, Radiology",20.0000,170223,N,100 Michigan NE,"Mail Code MC238, ATTN: Theresa or Jan","Grand Rapids, MI 49503-2560"
TRNS,CHECK,06/12/2019,1011,"Majic City Process Service, LLC",25.0000,170214,N,1825 Ponce Deleon Blvd.,Suite 283,"Coral Gables, FL 33134"
TRNS,CHECK,06/12/2019,1011,"Majic City Process Service, LLC",25.0000,170215,N,1825 Ponce Deleon Blvd.,Suite 283,"Coral Gables, FL 33134"
TRNS,CHECK,06/12/2019,1011,United States Treasury,250.0000,170219,N,RAIVS Team / P.O.Box 145500,Stop 2800F,"Cincinnati, OH 45250-____"
TRNS,CHECK,06/12/2019,1011,"Majic City Process Service, LLC",30.0000,170213,N,1825 Ponce Deleon Blvd.,Suite 283,"Coral Gables, FL 33134"
TRNS,CHECK,06/12/2019,1011,"Majic City Process Service, LLC",30.0000,170212,N,1825 Ponce Deleon Blvd.,Suite 283,"Coral Gables, FL 33134"
TRNS,CHECK,06/12/2019,1011,Midwest Center For Dermatology & Cosmetic Surgery,100.0000,170172,N,Northeast Medical Building,"43900 Garfield, Suite 100","Clinton Township, MI 48038-0000"
TRNS,CHECK,06/12/2019,1011,"Alliance Health Professionals, PLLC",131.9600,170199,N,43421 Garfield Road,Suite 1,"Clinton Twp, MI 48038-____"
TRNS,CHECK,06/12/2019,1011,"DataFile technologies, LLC.",35.0600,170188,N,PO Box 419130,,"Kansas City, MO 46141-9134"
TRNS,CHECK,06/12/2019,1011,City of Detroit Law Department,6.0000,170229,N,2 Woodward Avenue,Suite 500,"Detroit, MI 48226"
TRNS,CHECK,06/12/2019,1011,Family Medical Center of Lenawee,58.6200,170220,N,Medical Records,1200 N. Main St.,"Adrian, MI 49221"
TRNS,CHECK,06/12/2019,1011,Premier Orthopedics,145.0000,170221,N,17000 Executive Plaza Drive,Suite 101,"Dearborn, MI 48126-____"
TRNS,CHECK,06/12/2019,1011,"Jason W. Brown, MD, P.C.",50.0000,170196,N,952 Fifth Ave.,Suite 1C,"New York, NY 10075"
TRNS,CHECK,06/12/2019,1011,Open MRI Imaging & Imaging of Rochelle Park,200.0000,170227,N,251 Rochelle Ave.,,"Rochelle Park, NJ 07662-0000"
TRNS,CHECK,06/12/2019,1011,Centrastate Medical Center,70.0000,170197,N,901 West Main Street,,"Freehold, NJ 07728-____"
TRNS,CHECK,06/12/2019,1011,"DataFile technologies, LLC.",112.0000,170186,N,PO Box 419130,,"Kansas City, MO 46141-9134"
TRNS,CHECK,06/12/2019,1011,"DataFile technologies, LLC.",83.2100,170177,N,PO Box 419130,,"Kansas City, MO 46141-9134"
TRNS,CHECK,06/12/2019,1011,"DataFile technologies, LLC.",95.3200,170184,N,PO Box 419130,,"Kansas City, MO 46141-9134"
TRNS,CHECK,06/12/2019,1011,"DataFile technologies, LLC.",100.9600,170194,N,PO Box 419130,,"Kansas City, MO 46141-9134"
TRNS,CHECK,06/12/2019,1011,Stelton Radiology,235.0000,170224,N,1092 Stelton Road,,"Piscataway Township, NJ 08854-0000"
